"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS0317","San Pablo","Contra Costa County","CA","San Pablo Police Department","Police","The San Pablo Police Department's Facebook page features officers wearing Axon Body 2 cameras as of May 2020. Policy manual reference page 410.","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/photo?fbid=2631369020300764&set=a.267550666682623","","San Pablo Police","","2020","https://www.facebook.com/photo?fbid=2631369020300764&set=a.267550666682623","","www.facebook.com","","","","","","","",""
"AOS0318","San Ramon","Contra Costa County","CA","San Ramon Police Department","Police","The San Ramon Police Department's Facebook page pictures officers wearing the Reveal D3 body camera as of January 2019.","Municipal","Body-worn Cameras","Reveal D3","https://www.facebook.com/photo?fbid=2564762383550692&set=a.1157039010989710","","San Ramon PD","","2019","","","","","","","","","","",""
"AOS0319","Walnut Creek","Contra Costa County","CA","Walnut Creek Police Department","Police","The Walnut Creek Police Department Facebook page pictures officers wearing the Vievu LE5 body camera as of May 2020.","Municipal","Body-worn Cameras","VieVu","https://www.facebook.com/photo?fbid=4240883572592116&set=a.190517790962068","","Walnut Creek PD","","2020","","","","","","","","","","",""
"AOS0320","San Francisco","San Francisco County","CA","Presidio National Park Police","Police","The San Francisco Recreation and Park Department's Twitter account includes a photo of SF-based Park Rangers wearing the Axon Body 2.","Federal","Body-worn Cameras","Axon","https://twitter.com/RecParkSF/status/1039946329441492993/photo/1","","The San Francisco Recreation and Park Department","","09/12/2018","","","","","","","","","","",""
"AOS0321","Benicia","Solano County","CA","Benicia Police Department","Police","The Benicia Police Department has used CopVu/VieVu body-worn cameras since at least 2015.","Municipal","Body-worn Cameras","CopVu/VieVu","http://burbank.granicus.com/MetaViewer.php?view_id=6&clip_id=6889&meta_id=266915","","California Police Chiefs Association","","2015","","","","","","","","","","",""
"AOS0322","Dixon","Solano County","CA","Dixon Police Department","Police","The Dixon Police Department began using body-worn cameras in 2013.","Municipal","Body-worn Cameras","","https://dixonpolice.org/ArchiveCenter/ViewFile/Item/53","","Dixon PD","","2013","https://www.facebook.com/photo?fbid=2919902944760187&set=a.430488343701672","","www.facebook.com","","","","","","","",""
"AOS0323","Fairfield","Solano County","CA","Fairfield Police Department","Police","The Fairfield Police Department has used CopVu/VieVu body-worn cameras since at least 2014.","Municipal","Body-worn Cameras","CopVu/VieVu","https://www.kcra.com/article/fairfield-pd-issues-body-cameras-to-officers/6411584#","","KRCA","","2014","","","","","","","","","","",""
"AOS0324","Vacaville","Solano County","CA","Vacaville Police Department","Police","The Vacaville Police Department has used CopVu/VieVu body-worn cameras since at least 2015.","Municipal","Body-worn Cameras","CopVu/VieVu","http://burbank.granicus.com/MetaViewer.php?view_id=6&clip_id=6889&meta_id=266918","","California Police Chiefs Association","","2015","","","","","","","","","","",""
"AOS0325","Vallejo","Solano County","CA","Vallejo Police Department","Police","The Vallejo Police Department has had a contract with Axon since 2015. The contract was expanded in 2019.","Municipal","Body-worn Cameras","Axon","https://www.nytimes.com/2019/03/31/us/willie-mccoy-shooting-video.html","","New York Times","","3/31/19","https://www.facebook.com/photo?fbid=3345545785464555&set=a.243856312300200","","www.facebook.com","","","","","","","",""
"AOS0326","Cloverdale","Sonoma County","CA","Cloverdale Police Department","Police","The Cloverdale Police Department's Facebook page features officers wearing Axon Body 2 cameras as of December of 2019.","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/photo/?fbid=2573377362783582&set=a.2468639579924028","","Cloverdale Police","","","","","","","","","","","","",""
"AOS0327","Cotati","Sonoma County","CA","Cotati Police Department","Police","The Cotati Police Department's Facebook page features officers wearing the Axon Body 2 as of March 2020.","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/photo/?fbid=690508344820969&set=a.178634729341669","","Cotati Police","","","","","","","","","","","","",""
"AOS0328","Healdsburg","Sonoma County","CA","Healdsburg Police Department","Police","The Healdsburg Police Officer's Association Facebook page includes officers wearing Axon Body 2 cameras as of December 2019.","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/photo/?fbid=2568289570114293&set=a.1574398052836788","","Healdsburg Police Officer's Association","","2019","","","","","","","","","","",""
"AOS0329","Rohnert Park","Sonoma County","CA","Rohnert Park Department of Public Safety","Police","The Rohnert Park Police Department's Facebook page features officers wearing the Axon Body 2 camera as of April 2020.","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/photo/?fbid=3325465290814563&set=a.814792865215164","","Rohnert Park Police","","2020","","","","","","","","","","",""
"AOS0330","Sebastopol","Sonoma County","CA","Sebastopol Police Department","Police","The Sebastopol Police Department's Facebook page features officers wearing the Axon Body 2 camera as of November 2019.","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/photo/?fbid=1766221933508081&set=a.573103212819965","","Sebastopol PD","","2019","","","","","","","","","","",""
"AOS0331","Sonoma","Sonoma County","CA","Sonoma Police Department","Police","The Sonoma Police Department's Facebook page features officers wearing the Axon Body 2 camera as of March 2020.","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/photo/?fbid=666861810795674&set=a.305395120275680","","Sonoma PD","","2020","","","","","","","","","","",""
"AOS0332","Sonoma","Sonoma County","CA","Windsor Police Department","Police","The Windsor Police Department's Facebook page features officers wearing the Axon Body 2 camera as of May 2019.","Municipal","Body-worn Cameras","Axon","https://www.facebook.com/photo/?fbid=2399952556903080&set=a.1948221215409552","","Windsor PD","","2019","","","","","","","","","","",""
"AOS0333","Alameda","Alameda County","CA","Alameda Police Department","Police","The Alameda Police Department maintain a voluntary camera registry called We Share Electronic Evidence (We SEE).","Municipal","Camera Registry","","https://www.eastbaytimes.com/2018/02/28/police-to-enlist-alameda-security-camera-owners-to-solve-crimes/","","East Bay Citizen","","02/26/2018","https://www.alamedaca.gov/Departments/Police-Department/COPPS","","Alameda County Website","","","","","","","",""
"AOS0334","Albany","Alameda County","CA","Albany Police Department","Police","The Albany Police Department launched a voluntary security camera registration program for residential and commercial security cameras in January 2020.","Municipal","Camera Registry","","https://www.albanyca.org/Home/Components/News/News/9888/","","City of Albany","","1/13/2020","","","","","","","","","","",""
"AOS0335","Livermore","Alameda County","CA","Livermore Police Department","Police","The Livermore Police Department asks residents to register their private video surveillance at their home or business and allow officers to contact them should a crime occur in or near where your cameras are installed.","Municipal","Camera Registry","","http://www.cityoflivermore.net/citygov/police/crime/surveillance.htm","","Livermore Police ","","","","","","","","","","","","",""
"AOS0336","Newark","Alameda County","CA","Newark Police Department","Police","The Newark Police Department encourages residents to register surveillance cameras with them to assist the police department in deterring criminal activity and capturing violators.","Municipal","Camera Registry","","https://www.newark.org/departments/police/protect-yourself/security-camera-registration","","Newark Police","","","","","","","","","","","","",""
"AOS0337","San Leandro","Alameda County","CA","San Leandro Police Department","Police","The San Leandro Police Department website includes a camera registration page.","Municipal","Camera Registry","","https://www.sanleandro.org/depts/pd/programs/video_surveillance_camera_registration/default.asp","","San Leandro PD","","","","","","","","","","","","",""
"AOS0338","Clayton","Contra Costa County","CA","Clayton Police Department","Police","The Clayton Police Department maintains a camera registry.","Municipal","Camera Registry","","https://ci.clayton.ca.us/police/forms-permits/","","Clayton PD","","","","","","","","","","","","",""
"AOS0339","Concord","Contra Costa County","CA","Concord Police Department","Police","The Concord Police Department maintains a camera registry.","Municipal","Camera Registry","","https://pdpermits.ci.concord.ca.us/","","Concord PD","","","","","","","","","","","","",""
"AOS0340","Moraga","Contra Costa County","CA","Moraga Police Department","Police","The Moraga Police Departments asks residents and businesses to register their private security cameras with the police department to assist with solving crimes","Municipal","Camera Registry","","https://police.moraga.ca.us/links.php","","Moraga Police Department","","","","","","","","","","","","",""
"AOS0341","Oakley","Contra Costa County","CA","Oakley Police Department","Police","The Oakley Police Department asks residents and businesses to register their personal security cameras with the Neighborhood Security Camera Registration Program to assist with crime investigations.","Municipal","Camera Registry","","https://www.ci.oakley.ca.us/neighborhood-security-camera-registration-program/","","The Oakley Police Department","","","","","","","","","","","","",""
"AOS0342","Pleasant Hill","Contra Costa County","CA","Pleasant Hill Police Department","Police","The Pleasant Hill Police Department maintains a camera registry. ","Municipal","Camera Registry","","http://www.ci.pleasant-hill.ca.us/577/Community-Security-Camera-Registration","","Pleasant Hill city webpage","","2018","","","","","","","","","","",""
"AOS0343","San Ramon","Contra Costa County","CA","San Ramon Police Department","Police","The San Ramon Police Department maintains a camera registry. ","Municipal","Camera Registry","","http://www.sanramon.ca.gov/cms/one.aspx?portalId=10826130&pageId=11967567","","San Ramon PD","","","http://www.sanramon.ca.gov/our_city/departments_and_divisions/police/crime_prevention/citizens_view","","www.sanramon.ca.gov","","","","","","","",""
"AOS0344","Fairfield","Solano County","CA","Fairfield Police Department","Police","The Fairfield Police Department has a community partnership that allows residents and businesses that have security video cameras on their property to register them with the police department.","Municipal","Camera Registry","","https://www.fairfield.ca.gov/gov/depts/police/video_surveillance_camera_registration.asp","","City of Fairfield","","","","","","","","","","","","",""
"AOS0345","Cotati","Sonoma County","CA","Cotati Police Department","Police","The Cotati Police Department maintains a camera regisry. ","Municipal","Camera Registry","","http://www.cotaticity.org/cms/one.aspx?portalId=9669197&pageId=16637950","","Cotati Police","","2020","","","","","","","","","","",""
"AOS0346","Rohnert Park","Sonoma County","CA","Rohnert Park Department of Public Safety","Police","The Rohnert Park Department of Public Safety maintains a camera registry. ","Municipal","Camera Registry","","https://www.ci.rohnert-park.ca.us/city_hall/departments/public_safety/rohnert_park_on_watch-_video_surveillance_program","","Rohnert Park Police","","","","","","","","","","","","",""
"AOS0347","Santa Rosa","Sonoma County","CA","Santa Rosa Police Department","Police","The Santa Rosa Police Department website includes an interface for the city's surveillance camera registry.","Municipal","Camera Registry","","https://srcity.org/3124/Security-Camera-Registry","","Santa Rosa Police Department","","","","","","","","","","","","",""
"AOS0348","Oakland","Alameda County","CA","Alameda County Sheriff's Office","Sheriff","The Alameda County Sheriff's Office began using Axon body-worn cameras in June 2017.","County","Body-worn Cameras","Axon","http://www.alamedamagazine.com/October-2017/Leaving-Their-Cameras-Off/index.php?cparticle=2&siarticle=1","","Alameda Magazine","","10/2/17","https://www.bwcscorecard.org/static/policies/2017-03-09%20Alameda%20County%20BWC%20Policy.pdf","","Alameda County Sheriff's Office","","03/09/2017","https://www.prnewswire.com/news-releases/alameda-county-sheriffs-office-changes-body-worn-video-platform-moves-to-axon-network-300452661.html","","Axon","","5/8/2017",""
"AOS0349","Martinez","Contra Costa County","CA","Contra Costa County Sheriff's Office","Sheriff","The Contra Costa County Sheriff's Office has 52 body-worn cameras.","County","Body-worn Cameras","","https://www.muckrock.com/foi/contra-costa-county-3034/california-public-records-request-body-worn-cameras-office-of-the-sheriff-contra-costa-county-79393/#file-813978","","MuckRock","","9/19/19","","","","","","","","","","",""
